File path,labels
F:\Similar Image Finder\dataset\1989.jpg,3
F:\Similar Image Finder\dataset\199.jpg,2
F:\Similar Image Finder\dataset\1990.jpg,1
F:\Similar Image Finder\dataset\1991.jpg,3
F:\Similar Image Finder\dataset\1992.jpg,3
F:\Similar Image Finder\dataset\1993.jpg,2
F:\Similar Image Finder\dataset\1994.jpg,1
F:\Similar Image Finder\dataset\1995.jpg,1
F:\Similar Image Finder\dataset\1996.jpg,3
F:\Similar Image Finder\dataset\1997.jpg,2
F:\Similar Image Finder\dataset\1998.jpg,1
F:\Similar Image Finder\dataset\1999.jpg,0
F:\Similar Image Finder\dataset\2.jpg,2
F:\Similar Image Finder\dataset\20.jpg,0
F:\Similar Image Finder\dataset\200.jpg,3
F:\Similar Image Finder\dataset\2000.jpg,0
F:\Similar Image Finder\dataset\2001.jpg,0
F:\Similar Image Finder\dataset\2002.jpg,3
F:\Similar Image Finder\dataset\2003.jpg,1
F:\Similar Image Finder\dataset\2004.jpg,1
F:\Similar Image Finder\dataset\2005.jpg,3
F:\Similar Image Finder\dataset\2006.jpg,1
F:\Similar Image Finder\dataset\2007.jpg,0
F:\Similar Image Finder\dataset\2008.jpg,1
F:\Similar Image Finder\dataset\2009.jpg,0
F:\Similar Image Finder\dataset\201.jpg,0
F:\Similar Image Finder\dataset\2010.jpg,2
F:\Similar Image Finder\dataset\2011.jpg,0
F:\Similar Image Finder\dataset\2012.jpg,3
F:\Similar Image Finder\dataset\2013.jpg,2
F:\Similar Image Finder\dataset\2014.jpg,3
F:\Similar Image Finder\dataset\2015.jpg,0
F:\Similar Image Finder\dataset\2016.jpg,3
F:\Similar Image Finder\dataset\2017.jpg,2
F:\Similar Image Finder\dataset\2018.jpg,1
F:\Similar Image Finder\dataset\2019.jpg,0
F:\Similar Image Finder\dataset\202.jpg,3
F:\Similar Image Finder\dataset\2020.jpg,3
F:\Similar Image Finder\dataset\2021.jpg,2
F:\Similar Image Finder\dataset\2022.jpg,3
F:\Similar Image Finder\dataset\2023.jpg,3
F:\Similar Image Finder\dataset\2024.jpg,3
F:\Similar Image Finder\dataset\2025.jpg,2
F:\Similar Image Finder\dataset\2026.jpg,3
F:\Similar Image Finder\dataset\2027.jpg,1
F:\Similar Image Finder\dataset\2028.jpg,2
F:\Similar Image Finder\dataset\2029.jpg,3
F:\Similar Image Finder\dataset\203.jpg,1
F:\Similar Image Finder\dataset\2030.jpg,1
F:\Similar Image Finder\dataset\2031.jpg,2
F:\Similar Image Finder\dataset\2032.jpg,1
F:\Similar Image Finder\dataset\2033.jpg,1
F:\Similar Image Finder\dataset\2034.jpg,1
F:\Similar Image Finder\dataset\2035.jpg,0
F:\Similar Image Finder\dataset\2036.jpg,3
F:\Similar Image Finder\dataset\2037.jpg,2
F:\Similar Image Finder\dataset\2038.jpg,0
F:\Similar Image Finder\dataset\2039.jpg,1
F:\Similar Image Finder\dataset\204.jpg,3
F:\Similar Image Finder\dataset\2040.jpg,0
F:\Similar Image Finder\dataset\2041.jpg,3
F:\Similar Image Finder\dataset\2042.jpg,3
F:\Similar Image Finder\dataset\2043.jpg,3
F:\Similar Image Finder\dataset\2044.jpg,0
F:\Similar Image Finder\dataset\2045.jpg,2
F:\Similar Image Finder\dataset\2046.jpg,2
F:\Similar Image Finder\dataset\2047.jpg,0
F:\Similar Image Finder\dataset\2048.jpg,2
F:\Similar Image Finder\dataset\2049.jpg,0
F:\Similar Image Finder\dataset\205.jpg,1
F:\Similar Image Finder\dataset\2050.jpg,2
F:\Similar Image Finder\dataset\2051.jpg,1
F:\Similar Image Finder\dataset\2052.jpg,3
F:\Similar Image Finder\dataset\2053.jpg,3
F:\Similar Image Finder\dataset\2054.jpg,2
F:\Similar Image Finder\dataset\2055.jpg,3
F:\Similar Image Finder\dataset\2056.jpg,0
F:\Similar Image Finder\dataset\2057.jpg,0
F:\Similar Image Finder\dataset\2058.jpg,0
F:\Similar Image Finder\dataset\2059.jpg,2
F:\Similar Image Finder\dataset\206.jpg,2
F:\Similar Image Finder\dataset\2060.jpg,3
F:\Similar Image Finder\dataset\2061.jpg,2
F:\Similar Image Finder\dataset\2062.jpg,0
F:\Similar Image Finder\dataset\2063.jpg,3
F:\Similar Image Finder\dataset\2064.jpg,1
F:\Similar Image Finder\dataset\2065.jpg,3
F:\Similar Image Finder\dataset\2066.jpg,1
F:\Similar Image Finder\dataset\2067.jpg,3
F:\Similar Image Finder\dataset\2068.jpg,1
F:\Similar Image Finder\dataset\2069.jpg,3
F:\Similar Image Finder\dataset\207.jpg,1
F:\Similar Image Finder\dataset\2070.jpg,3
F:\Similar Image Finder\dataset\2071.jpg,0
F:\Similar Image Finder\dataset\2072.jpg,2
F:\Similar Image Finder\dataset\2073.jpg,3
F:\Similar Image Finder\dataset\2074.jpg,3
F:\Similar Image Finder\dataset\2075.jpg,1
F:\Similar Image Finder\dataset\2076.jpg,1
F:\Similar Image Finder\dataset\2077.jpg,1
F:\Similar Image Finder\dataset\2078.jpg,1
F:\Similar Image Finder\dataset\2079.jpg,2
F:\Similar Image Finder\dataset\208.jpg,1
F:\Similar Image Finder\dataset\2080.jpg,0
F:\Similar Image Finder\dataset\2081.jpg,2
F:\Similar Image Finder\dataset\2082.jpg,0
F:\Similar Image Finder\dataset\2083.jpg,0
F:\Similar Image Finder\dataset\2084.jpg,1
F:\Similar Image Finder\dataset\2085.jpg,1
F:\Similar Image Finder\dataset\2086.jpg,1
F:\Similar Image Finder\dataset\2087.jpg,2
F:\Similar Image Finder\dataset\2088.jpg,1
F:\Similar Image Finder\dataset\2089.jpg,1
F:\Similar Image Finder\dataset\209.jpg,1
F:\Similar Image Finder\dataset\2090.jpg,0
F:\Similar Image Finder\dataset\2091.jpg,1
F:\Similar Image Finder\dataset\2092.jpg,0
F:\Similar Image Finder\dataset\2093.jpg,3
F:\Similar Image Finder\dataset\2094.jpg,3
F:\Similar Image Finder\dataset\2095.jpg,1
F:\Similar Image Finder\dataset\2096.jpg,3
F:\Similar Image Finder\dataset\2097.jpg,0
F:\Similar Image Finder\dataset\2098.jpg,3
F:\Similar Image Finder\dataset\2099.jpg,3
F:\Similar Image Finder\dataset\21.jpg,1
F:\Similar Image Finder\dataset\210.jpg,2
F:\Similar Image Finder\dataset\2100.jpg,2
F:\Similar Image Finder\dataset\2101.jpg,2
F:\Similar Image Finder\dataset\2102.jpg,1
F:\Similar Image Finder\dataset\2103.jpg,1
F:\Similar Image Finder\dataset\2104.jpg,3
F:\Similar Image Finder\dataset\2105.jpg,1
F:\Similar Image Finder\dataset\2106.jpg,2
F:\Similar Image Finder\dataset\2107.jpg,0
F:\Similar Image Finder\dataset\2108.jpg,1
F:\Similar Image Finder\dataset\2109.jpg,1
F:\Similar Image Finder\dataset\211.jpg,0
F:\Similar Image Finder\dataset\2110.jpg,1
F:\Similar Image Finder\dataset\2111.jpg,1
F:\Similar Image Finder\dataset\2112.jpg,1
F:\Similar Image Finder\dataset\2113.jpg,3
F:\Similar Image Finder\dataset\2114.jpg,1
F:\Similar Image Finder\dataset\2115.jpg,0
F:\Similar Image Finder\dataset\2116.jpg,3
F:\Similar Image Finder\dataset\2117.jpg,0
F:\Similar Image Finder\dataset\2118.jpg,3
F:\Similar Image Finder\dataset\2119.jpg,3
F:\Similar Image Finder\dataset\212.jpg,2
F:\Similar Image Finder\dataset\2120.jpg,2
F:\Similar Image Finder\dataset\2121.jpg,3
F:\Similar Image Finder\dataset\2122.jpg,1
F:\Similar Image Finder\dataset\2123.jpg,2
F:\Similar Image Finder\dataset\2124.jpg,2
F:\Similar Image Finder\dataset\2125.jpg,1
F:\Similar Image Finder\dataset\2126.jpg,2
F:\Similar Image Finder\dataset\2127.jpg,2
F:\Similar Image Finder\dataset\2128.jpg,0
F:\Similar Image Finder\dataset\2129.jpg,1
F:\Similar Image Finder\dataset\213.jpg,1
F:\Similar Image Finder\dataset\2130.jpg,3
F:\Similar Image Finder\dataset\2131.jpg,1
F:\Similar Image Finder\dataset\2132.jpg,3
F:\Similar Image Finder\dataset\2133.jpg,0
F:\Similar Image Finder\dataset\2134.jpg,2
F:\Similar Image Finder\dataset\2135.jpg,1
F:\Similar Image Finder\dataset\2136.jpg,1
F:\Similar Image Finder\dataset\2137.jpg,0
F:\Similar Image Finder\dataset\2138.jpg,3
F:\Similar Image Finder\dataset\2139.jpg,3
F:\Similar Image Finder\dataset\214.jpg,3
F:\Similar Image Finder\dataset\2140.jpg,3
F:\Similar Image Finder\dataset\2141.jpg,2
F:\Similar Image Finder\dataset\2142.jpg,3
F:\Similar Image Finder\dataset\2143.jpg,3
F:\Similar Image Finder\dataset\2144.jpg,2
F:\Similar Image Finder\dataset\2145.jpg,3
F:\Similar Image Finder\dataset\2146.jpg,3
F:\Similar Image Finder\dataset\2147.jpg,0
F:\Similar Image Finder\dataset\2148.jpg,2
F:\Similar Image Finder\dataset\2149.jpg,1
F:\Similar Image Finder\dataset\215.jpg,1
F:\Similar Image Finder\dataset\2150.jpg,1
F:\Similar Image Finder\dataset\2151.jpg,3
F:\Similar Image Finder\dataset\2152.jpg,1
F:\Similar Image Finder\dataset\2153.jpg,3
F:\Similar Image Finder\dataset\2154.jpg,3
F:\Similar Image Finder\dataset\2155.jpg,1
F:\Similar Image Finder\dataset\2156.jpg,3
F:\Similar Image Finder\dataset\2157.jpg,2
F:\Similar Image Finder\dataset\2158.jpg,3
F:\Similar Image Finder\dataset\2159.jpg,1
F:\Similar Image Finder\dataset\216.jpg,1
F:\Similar Image Finder\dataset\2160.jpg,3
F:\Similar Image Finder\dataset\2161.jpg,1
F:\Similar Image Finder\dataset\2162.jpg,2
F:\Similar Image Finder\dataset\2163.jpg,3
F:\Similar Image Finder\dataset\2164.jpg,2
F:\Similar Image Finder\dataset\2165.jpg,1
F:\Similar Image Finder\dataset\2166.jpg,0
F:\Similar Image Finder\dataset\2167.jpg,3
F:\Similar Image Finder\dataset\2168.jpg,3
F:\Similar Image Finder\dataset\2169.jpg,2
F:\Similar Image Finder\dataset\217.jpg,2
F:\Similar Image Finder\dataset\2170.jpg,3
F:\Similar Image Finder\dataset\2171.jpg,2
F:\Similar Image Finder\dataset\2172.jpg,0
F:\Similar Image Finder\dataset\2173.jpg,3
F:\Similar Image Finder\dataset\2174.jpg,3
F:\Similar Image Finder\dataset\2175.jpg,0
F:\Similar Image Finder\dataset\2176.jpg,0
F:\Similar Image Finder\dataset\2177.jpg,1
F:\Similar Image Finder\dataset\2178.jpg,1
F:\Similar Image Finder\dataset\2179.jpg,2
F:\Similar Image Finder\dataset\218.jpg,1
F:\Similar Image Finder\dataset\2180.jpg,0
F:\Similar Image Finder\dataset\2181.jpg,3
F:\Similar Image Finder\dataset\2182.jpg,3
F:\Similar Image Finder\dataset\2183.jpg,3
F:\Similar Image Finder\dataset\2184.jpg,2
F:\Similar Image Finder\dataset\2185.jpg,3
F:\Similar Image Finder\dataset\2186.jpg,0
F:\Similar Image Finder\dataset\2187.jpg,2
F:\Similar Image Finder\dataset\2188.jpg,3
F:\Similar Image Finder\dataset\2189.jpg,3
F:\Similar Image Finder\dataset\219.jpg,3
F:\Similar Image Finder\dataset\2190.jpg,0
F:\Similar Image Finder\dataset\2191.jpg,0
F:\Similar Image Finder\dataset\2192.jpg,3
F:\Similar Image Finder\dataset\2193.jpg,1
F:\Similar Image Finder\dataset\2194.jpg,2
F:\Similar Image Finder\dataset\2195.jpg,0
F:\Similar Image Finder\dataset\2196.jpg,2
F:\Similar Image Finder\dataset\2197.jpg,3
F:\Similar Image Finder\dataset\2198.jpg,2
F:\Similar Image Finder\dataset\2199.jpg,1
F:\Similar Image Finder\dataset\22.jpg,0
F:\Similar Image Finder\dataset\220.jpg,3
F:\Similar Image Finder\dataset\2200.jpg,2
F:\Similar Image Finder\dataset\2201.jpg,1
F:\Similar Image Finder\dataset\2202.jpg,1
F:\Similar Image Finder\dataset\2203.jpg,0
F:\Similar Image Finder\dataset\2204.jpg,1
F:\Similar Image Finder\dataset\2205.jpg,0
F:\Similar Image Finder\dataset\2206.jpg,2
F:\Similar Image Finder\dataset\2207.jpg,2
F:\Similar Image Finder\dataset\2208.jpg,1
F:\Similar Image Finder\dataset\2209.jpg,1
F:\Similar Image Finder\dataset\221.jpg,0
F:\Similar Image Finder\dataset\2210.jpg,3
F:\Similar Image Finder\dataset\2211.jpg,2
F:\Similar Image Finder\dataset\2212.jpg,3
F:\Similar Image Finder\dataset\2213.jpg,3
F:\Similar Image Finder\dataset\2214.jpg,1
F:\Similar Image Finder\dataset\2215.jpg,0
F:\Similar Image Finder\dataset\2216.jpg,3
F:\Similar Image Finder\dataset\2217.jpg,1
F:\Similar Image Finder\dataset\2218.jpg,0
F:\Similar Image Finder\dataset\2219.jpg,1
F:\Similar Image Finder\dataset\222.jpg,3
F:\Similar Image Finder\dataset\2220.jpg,1
F:\Similar Image Finder\dataset\2221.jpg,3
F:\Similar Image Finder\dataset\2222.jpg,0
F:\Similar Image Finder\dataset\2223.jpg,2
F:\Similar Image Finder\dataset\2224.jpg,3
F:\Similar Image Finder\dataset\2225.jpg,3
F:\Similar Image Finder\dataset\2226.jpg,2
F:\Similar Image Finder\dataset\2227.jpg,1
F:\Similar Image Finder\dataset\2228.jpg,2
F:\Similar Image Finder\dataset\2229.jpg,1
F:\Similar Image Finder\dataset\223.jpg,0
F:\Similar Image Finder\dataset\2230.jpg,0
F:\Similar Image Finder\dataset\2231.jpg,2
F:\Similar Image Finder\dataset\2232.jpg,3
F:\Similar Image Finder\dataset\2233.jpg,1
F:\Similar Image Finder\dataset\2234.jpg,1
F:\Similar Image Finder\dataset\2235.jpg,2
F:\Similar Image Finder\dataset\2236.jpg,2
F:\Similar Image Finder\dataset\2237.jpg,0
F:\Similar Image Finder\dataset\2238.jpg,1
F:\Similar Image Finder\dataset\2239.jpg,2
F:\Similar Image Finder\dataset\224.jpg,1
F:\Similar Image Finder\dataset\2240.jpg,3
F:\Similar Image Finder\dataset\2241.jpg,2
F:\Similar Image Finder\dataset\2242.jpg,2
F:\Similar Image Finder\dataset\2243.jpg,1
F:\Similar Image Finder\dataset\2244.jpg,3
F:\Similar Image Finder\dataset\2245.jpg,3
F:\Similar Image Finder\dataset\2246.jpg,0
F:\Similar Image Finder\dataset\2247.jpg,2
F:\Similar Image Finder\dataset\2248.jpg,3
F:\Similar Image Finder\dataset\2249.jpg,1
F:\Similar Image Finder\dataset\225.jpg,1
F:\Similar Image Finder\dataset\2250.jpg,2
F:\Similar Image Finder\dataset\2251.jpg,0
F:\Similar Image Finder\dataset\2252.jpg,1
F:\Similar Image Finder\dataset\2253.jpg,1
F:\Similar Image Finder\dataset\2254.jpg,3
F:\Similar Image Finder\dataset\2255.jpg,3
F:\Similar Image Finder\dataset\2256.jpg,0
F:\Similar Image Finder\dataset\2257.jpg,0
F:\Similar Image Finder\dataset\2258.jpg,3
F:\Similar Image Finder\dataset\2259.jpg,3
F:\Similar Image Finder\dataset\226.jpg,3
F:\Similar Image Finder\dataset\2260.jpg,1
F:\Similar Image Finder\dataset\2261.jpg,3
F:\Similar Image Finder\dataset\2262.jpg,0
F:\Similar Image Finder\dataset\2263.jpg,0
F:\Similar Image Finder\dataset\2264.jpg,0
F:\Similar Image Finder\dataset\2265.jpg,3
F:\Similar Image Finder\dataset\2266.jpg,0
F:\Similar Image Finder\dataset\2267.jpg,0
F:\Similar Image Finder\dataset\2268.jpg,3
F:\Similar Image Finder\dataset\2269.jpg,3
F:\Similar Image Finder\dataset\227.jpg,1
F:\Similar Image Finder\dataset\2270.jpg,2
F:\Similar Image Finder\dataset\2271.jpg,3
F:\Similar Image Finder\dataset\2272.jpg,3
F:\Similar Image Finder\dataset\2273.jpg,0
F:\Similar Image Finder\dataset\2274.jpg,3
F:\Similar Image Finder\dataset\2275.jpg,2
F:\Similar Image Finder\dataset\2276.jpg,2
F:\Similar Image Finder\dataset\2277.jpg,3
F:\Similar Image Finder\dataset\2278.jpg,2
F:\Similar Image Finder\dataset\2279.jpg,0
F:\Similar Image Finder\dataset\228.jpg,3
F:\Similar Image Finder\dataset\2280.jpg,0
F:\Similar Image Finder\dataset\2281.jpg,1
F:\Similar Image Finder\dataset\2282.jpg,1
F:\Similar Image Finder\dataset\2283.jpg,0
F:\Similar Image Finder\dataset\2284.jpg,3
F:\Similar Image Finder\dataset\2285.jpg,3
F:\Similar Image Finder\dataset\2286.jpg,1
F:\Similar Image Finder\dataset\2287.jpg,1
F:\Similar Image Finder\dataset\2288.jpg,1
F:\Similar Image Finder\dataset\2289.jpg,2
F:\Similar Image Finder\dataset\229.jpg,3
F:\Similar Image Finder\dataset\2290.jpg,1
F:\Similar Image Finder\dataset\2291.jpg,2
F:\Similar Image Finder\dataset\2292.jpg,2
F:\Similar Image Finder\dataset\2293.jpg,3
F:\Similar Image Finder\dataset\2294.jpg,0
F:\Similar Image Finder\dataset\2295.jpg,3
F:\Similar Image Finder\dataset\2296.jpg,0
F:\Similar Image Finder\dataset\2297.jpg,0
F:\Similar Image Finder\dataset\2298.jpg,0
F:\Similar Image Finder\dataset\2299.jpg,1
F:\Similar Image Finder\dataset\23.jpg,1
F:\Similar Image Finder\dataset\230.jpg,0
F:\Similar Image Finder\dataset\2300.jpg,0
F:\Similar Image Finder\dataset\2301.jpg,1
F:\Similar Image Finder\dataset\2302.jpg,3
F:\Similar Image Finder\dataset\2303.jpg,1
F:\Similar Image Finder\dataset\2304.jpg,0
F:\Similar Image Finder\dataset\2305.jpg,0
F:\Similar Image Finder\dataset\2306.jpg,1
F:\Similar Image Finder\dataset\2307.jpg,0
F:\Similar Image Finder\dataset\2308.jpg,2
F:\Similar Image Finder\dataset\2309.jpg,0
F:\Similar Image Finder\dataset\231.jpg,0
F:\Similar Image Finder\dataset\2310.jpg,1
F:\Similar Image Finder\dataset\2311.jpg,3
F:\Similar Image Finder\dataset\2312.jpg,1
F:\Similar Image Finder\dataset\2313.jpg,3
F:\Similar Image Finder\dataset\2314.jpg,0
F:\Similar Image Finder\dataset\2315.jpg,3
F:\Similar Image Finder\dataset\2316.jpg,0
F:\Similar Image Finder\dataset\2317.jpg,3
F:\Similar Image Finder\dataset\2318.jpg,3
F:\Similar Image Finder\dataset\2319.jpg,1
F:\Similar Image Finder\dataset\232.jpg,1
F:\Similar Image Finder\dataset\2320.jpg,2
F:\Similar Image Finder\dataset\2321.jpg,0
F:\Similar Image Finder\dataset\2322.jpg,2
F:\Similar Image Finder\dataset\2323.jpg,1
F:\Similar Image Finder\dataset\2324.jpg,3
F:\Similar Image Finder\dataset\2325.jpg,3
F:\Similar Image Finder\dataset\2326.jpg,3
F:\Similar Image Finder\dataset\2327.jpg,3
F:\Similar Image Finder\dataset\2328.jpg,2
F:\Similar Image Finder\dataset\2329.jpg,3
F:\Similar Image Finder\dataset\233.jpg,1
F:\Similar Image Finder\dataset\2330.jpg,1
F:\Similar Image Finder\dataset\2331.jpg,3
F:\Similar Image Finder\dataset\2332.jpg,1
F:\Similar Image Finder\dataset\2333.jpg,0
F:\Similar Image Finder\dataset\2334.jpg,0
F:\Similar Image Finder\dataset\2335.jpg,0
F:\Similar Image Finder\dataset\2336.jpg,3
F:\Similar Image Finder\dataset\2337.jpg,3
F:\Similar Image Finder\dataset\2338.jpg,2
F:\Similar Image Finder\dataset\2339.jpg,3
F:\Similar Image Finder\dataset\234.jpg,3
F:\Similar Image Finder\dataset\2340.jpg,2
F:\Similar Image Finder\dataset\2341.jpg,2
F:\Similar Image Finder\dataset\2342.jpg,3
F:\Similar Image Finder\dataset\2343.jpg,1
F:\Similar Image Finder\dataset\2344.jpg,0
F:\Similar Image Finder\dataset\2345.jpg,1
F:\Similar Image Finder\dataset\2346.jpg,1
F:\Similar Image Finder\dataset\2347.jpg,1
F:\Similar Image Finder\dataset\2348.jpg,1
F:\Similar Image Finder\dataset\2349.jpg,1
F:\Similar Image Finder\dataset\235.jpg,3
F:\Similar Image Finder\dataset\2350.jpg,1
F:\Similar Image Finder\dataset\2351.jpg,3
F:\Similar Image Finder\dataset\2352.jpg,0
F:\Similar Image Finder\dataset\2353.jpg,1
F:\Similar Image Finder\dataset\2354.jpg,3
F:\Similar Image Finder\dataset\2355.jpg,0
F:\Similar Image Finder\dataset\2356.jpg,2
F:\Similar Image Finder\dataset\2357.jpg,3
F:\Similar Image Finder\dataset\2358.jpg,1
F:\Similar Image Finder\dataset\2359.jpg,1
F:\Similar Image Finder\dataset\236.jpg,2
F:\Similar Image Finder\dataset\2360.jpg,3
F:\Similar Image Finder\dataset\2361.jpg,1
F:\Similar Image Finder\dataset\2362.jpg,3
F:\Similar Image Finder\dataset\2363.jpg,3
F:\Similar Image Finder\dataset\2364.jpg,1
F:\Similar Image Finder\dataset\2365.jpg,0
F:\Similar Image Finder\dataset\2366.jpg,1
F:\Similar Image Finder\dataset\2367.jpg,1
F:\Similar Image Finder\dataset\2368.jpg,3
F:\Similar Image Finder\dataset\2369.jpg,3
F:\Similar Image Finder\dataset\237.jpg,2
F:\Similar Image Finder\dataset\2370.jpg,3
F:\Similar Image Finder\dataset\2371.jpg,1
F:\Similar Image Finder\dataset\2372.jpg,3
F:\Similar Image Finder\dataset\2373.jpg,1
F:\Similar Image Finder\dataset\2374.jpg,0
F:\Similar Image Finder\dataset\2375.jpg,3
F:\Similar Image Finder\dataset\2376.jpg,3
F:\Similar Image Finder\dataset\2377.jpg,3
F:\Similar Image Finder\dataset\2378.jpg,3
F:\Similar Image Finder\dataset\2379.jpg,3
F:\Similar Image Finder\dataset\238.jpg,0
F:\Similar Image Finder\dataset\2380.jpg,3
F:\Similar Image Finder\dataset\2381.jpg,2
F:\Similar Image Finder\dataset\2382.jpg,2
F:\Similar Image Finder\dataset\2383.jpg,0
F:\Similar Image Finder\dataset\2384.jpg,0
F:\Similar Image Finder\dataset\2385.jpg,0
F:\Similar Image Finder\dataset\2386.jpg,1
F:\Similar Image Finder\dataset\2387.jpg,3
F:\Similar Image Finder\dataset\2388.jpg,3
F:\Similar Image Finder\dataset\2389.jpg,1
F:\Similar Image Finder\dataset\239.jpg,2
F:\Similar Image Finder\dataset\2390.jpg,3
F:\Similar Image Finder\dataset\2391.jpg,3
F:\Similar Image Finder\dataset\2392.jpg,2
F:\Similar Image Finder\dataset\2393.jpg,0
F:\Similar Image Finder\dataset\2394.jpg,1
F:\Similar Image Finder\dataset\2395.jpg,3
F:\Similar Image Finder\dataset\2396.jpg,2
F:\Similar Image Finder\dataset\2397.jpg,0
F:\Similar Image Finder\dataset\2398.jpg,2
F:\Similar Image Finder\dataset\2399.jpg,0
F:\Similar Image Finder\dataset\24.jpg,3
F:\Similar Image Finder\dataset\240.jpg,1
F:\Similar Image Finder\dataset\2400.jpg,3
F:\Similar Image Finder\dataset\2401.jpg,3
F:\Similar Image Finder\dataset\2402.jpg,1
F:\Similar Image Finder\dataset\2403.jpg,2
F:\Similar Image Finder\dataset\2404.jpg,1
F:\Similar Image Finder\dataset\2405.jpg,3
F:\Similar Image Finder\dataset\2406.jpg,2
F:\Similar Image Finder\dataset\2407.jpg,1
F:\Similar Image Finder\dataset\2408.jpg,2
F:\Similar Image Finder\dataset\2409.jpg,1
F:\Similar Image Finder\dataset\241.jpg,3
F:\Similar Image Finder\dataset\2410.jpg,2
F:\Similar Image Finder\dataset\2411.jpg,3
F:\Similar Image Finder\dataset\2412.jpg,1
F:\Similar Image Finder\dataset\2413.jpg,1
F:\Similar Image Finder\dataset\2414.jpg,3
F:\Similar Image Finder\dataset\2415.jpg,1
F:\Similar Image Finder\dataset\2416.jpg,3
F:\Similar Image Finder\dataset\2417.jpg,2
F:\Similar Image Finder\dataset\2418.jpg,0
F:\Similar Image Finder\dataset\2419.jpg,2
F:\Similar Image Finder\dataset\242.jpg,3
F:\Similar Image Finder\dataset\2420.jpg,1
F:\Similar Image Finder\dataset\2421.jpg,2
F:\Similar Image Finder\dataset\2422.jpg,2
F:\Similar Image Finder\dataset\2423.jpg,3
F:\Similar Image Finder\dataset\2424.jpg,3
F:\Similar Image Finder\dataset\2425.jpg,2
F:\Similar Image Finder\dataset\2426.jpg,3
F:\Similar Image Finder\dataset\2427.jpg,0
F:\Similar Image Finder\dataset\2428.jpg,0
F:\Similar Image Finder\dataset\2429.jpg,0
F:\Similar Image Finder\dataset\243.jpg,1
F:\Similar Image Finder\dataset\2430.jpg,1
F:\Similar Image Finder\dataset\2431.jpg,3
F:\Similar Image Finder\dataset\2432.jpg,1
F:\Similar Image Finder\dataset\2433.jpg,3
F:\Similar Image Finder\dataset\2434.jpg,1
F:\Similar Image Finder\dataset\2435.jpg,1
F:\Similar Image Finder\dataset\2436.jpg,2
F:\Similar Image Finder\dataset\2437.jpg,3
F:\Similar Image Finder\dataset\2438.jpg,3
F:\Similar Image Finder\dataset\2439.jpg,2
F:\Similar Image Finder\dataset\244.jpg,2
F:\Similar Image Finder\dataset\2440.jpg,3
F:\Similar Image Finder\dataset\2441.jpg,0
F:\Similar Image Finder\dataset\2442.jpg,3
F:\Similar Image Finder\dataset\2443.jpg,3
F:\Similar Image Finder\dataset\2444.jpg,3
F:\Similar Image Finder\dataset\2445.jpg,3
F:\Similar Image Finder\dataset\2446.jpg,0
F:\Similar Image Finder\dataset\2447.jpg,2
F:\Similar Image Finder\dataset\2448.jpg,3
F:\Similar Image Finder\dataset\2449.jpg,3
F:\Similar Image Finder\dataset\245.jpg,0
F:\Similar Image Finder\dataset\2450.jpg,1
F:\Similar Image Finder\dataset\2451.jpg,0
F:\Similar Image Finder\dataset\2452.jpg,2
F:\Similar Image Finder\dataset\2453.jpg,1
F:\Similar Image Finder\dataset\2454.jpg,1
F:\Similar Image Finder\dataset\2455.jpg,3
F:\Similar Image Finder\dataset\2456.jpg,2
F:\Similar Image Finder\dataset\2457.jpg,3
F:\Similar Image Finder\dataset\2458.jpg,3
F:\Similar Image Finder\dataset\2459.jpg,1
F:\Similar Image Finder\dataset\246.jpg,2
F:\Similar Image Finder\dataset\2460.jpg,1
F:\Similar Image Finder\dataset\2461.jpg,0
F:\Similar Image Finder\dataset\2462.jpg,3
F:\Similar Image Finder\dataset\2463.jpg,1
F:\Similar Image Finder\dataset\2464.jpg,2
F:\Similar Image Finder\dataset\2465.jpg,3
F:\Similar Image Finder\dataset\2466.jpg,1
F:\Similar Image Finder\dataset\2467.jpg,3
F:\Similar Image Finder\dataset\2468.jpg,3
F:\Similar Image Finder\dataset\2469.jpg,3
F:\Similar Image Finder\dataset\247.jpg,0
F:\Similar Image Finder\dataset\2470.jpg,2
F:\Similar Image Finder\dataset\2471.jpg,2
F:\Similar Image Finder\dataset\2472.jpg,1
F:\Similar Image Finder\dataset\2473.jpg,2
F:\Similar Image Finder\dataset\2474.jpg,2
F:\Similar Image Finder\dataset\2475.jpg,0
F:\Similar Image Finder\dataset\2476.jpg,0
F:\Similar Image Finder\dataset\2477.jpg,0
F:\Similar Image Finder\dataset\2478.jpg,1
F:\Similar Image Finder\dataset\2479.jpg,3
F:\Similar Image Finder\dataset\248.jpg,3
F:\Similar Image Finder\dataset\2480.jpg,2
F:\Similar Image Finder\dataset\2481.jpg,2
F:\Similar Image Finder\dataset\2482.jpg,0
F:\Similar Image Finder\dataset\2483.jpg,0
F:\Similar Image Finder\dataset\2484.jpg,3
F:\Similar Image Finder\dataset\2485.jpg,0
F:\Similar Image Finder\dataset\2486.jpg,3
F:\Similar Image Finder\dataset\2487.jpg,3
F:\Similar Image Finder\dataset\2488.jpg,1
F:\Similar Image Finder\dataset\2489.jpg,0
F:\Similar Image Finder\dataset\249.jpg,3
F:\Similar Image Finder\dataset\2490.jpg,3
F:\Similar Image Finder\dataset\2491.jpg,1
F:\Similar Image Finder\dataset\2492.jpg,2
F:\Similar Image Finder\dataset\2493.jpg,3
